문장,여성/가족,남성,성소수자,인종/국적,연령,지역,종교,기타혐오,악플/욕설,clean,source
운전면허 없다 운전면허 따게 지원해주냐? 내 한몸 바치겠다,0,0,0,0,0,0,0,0,0,1,unsmile_train
꼭 저런거 버리는 년들 보면 뚱뚱한 맘충이더라 돈까스 시켜먹는데 적게나왔다고 따질년들,1,0,0,0,0,0,0,0,0,0,unsmile_train
산소 아까우니 빨리 뛰어내려라,0,0,0,0,0,0,0,0,1,0,unsmile_train
한남충 피싸개 같이 쓰면 어떻게 되지??한피남싸충개 이렇게 하면 어떻게 될까??,0,1,0,0,0,0,0,0,0,0,unsmile_train
집사님들도 한 덩치 함워마드 돼지년들한테 안꿀림,1,0,0,0,0,0,0,1,0,0,unsmile_train
됐고 둘다 슈카형한테 좀 배우고 와라 진짜 20 30세대들 한테 어떻게 해야 하는지 정치밥 먹은 인간들보다 일개 유튜버가 더 뛰어나 보이네 ㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
더러운 똥꺼충 새끼들 아가리에 갈좆 물고 후장엔 철근빵해서 뒈져라,0,0,1,0,0,0,0,0,0,0,unsmile_train
고왕릉디시고정닉=야이같잩은엘리트새끼들아!=!,0,0,0,0,0,0,0,0,1,0,unsmile_train
중국 살면 심심하지는 않겠다,0,0,0,0,0,0,0,0,0,1,unsmile_train
말 장난 하고 자빠졌네..ㅋㅋㅋㅋ 수준하고는,0,0,0,0,0,0,0,0,1,0,unsmile_train
구상권 무조권 청구,0,0,0,0,0,0,0,0,0,1,unsmile_train
"짱깨,북한,한국 넘나들면서 기생충짓만 골라서하는족보도없는 개쓰레기 구더기만도 못한 좆족새끼들 씨발조선족전용 세스코 만들어서 박멸해야됨.씨발 사기,살인,협박,폭행등등 종족자체가 불법으로유지되는 개쓰레기 인종새끼들이 어디서 깝치노.",0,0,0,1,0,0,0,0,0,0,unsmile_train
아직도 처 놀러가는거 보면 속에 천불이난다,0,0,0,0,0,0,0,0,0,1,unsmile_train
적당히 지 혼자 코르셋조여도 이미지 메이킹 충분히 가능한걸 욕심내서 자꾸 한국여자 걸고 넘어져서 비호감,0,0,0,0,0,0,0,0,1,0,unsmile_train
안이 저렇게 나오면 문은 똥꼬충을 오히려 다음번 총선 비례대표로 만들지 베충이들이 원하는 반동성애 정책은 절대 내놓지 않음,0,0,1,0,0,0,0,0,0,0,unsmile_train
보릉내 진동하겠네;,1,0,0,0,0,0,0,0,0,0,unsmile_train
삼일한 정신이 알라에게도 있었노?,1,0,0,0,0,0,1,0,0,0,unsmile_train
물리학자 장애인이 3명이나 되네,0,0,0,0,0,0,0,0,0,1,unsmile_train
이게 왜 차금법이랑 연결이 되는지 이해안되는건 저뿐인가요???,0,0,0,0,0,0,0,0,0,1,unsmile_train
나이 한 50 먹어서 자식들이랑 보면 개꿀이겠네,0,0,0,0,0,0,0,0,0,1,unsmile_train
PTSD = 외상 후 스트레스 장애 충격 받은 일이 있어서 그 뒤로 그 비슷한 것만 봐도 머릿속 경고등이 군무 빼액빼액 울리기 때문에 정상적이고 여유로운 사고를 못 하게 되는 심리상태를 말하노,0,0,0,0,0,0,0,0,0,1,unsmile_train
그럼에도 일베에서 틀딱드립이나 하며 여론조작허고 있는 조선족새끼가 역대 가장 최악이지,0,0,0,1,0,0,0,0,0,0,unsmile_train
이래서 남경 뽑으면 안돼,0,1,0,0,0,0,0,0,0,0,unsmile_train
서현 응원하노,0,0,0,0,0,0,0,0,0,1,unsmile_train
병신들 많노 자지가 꼴릴때는 편의점가서 박카스 한병 사들고 동네 어슬렁거리면 박카스아줌마가 딱 보고 눈치까고 함 대줌 대신에 박카스 상납해야됨,1,0,0,0,0,0,0,0,0,0,unsmile_train
우리나라에는 비정상회담에서 겨우 중국공산당이 아니라 아예 중공군으로 복무했다고 자랑스럽게 떠벌리던 새끼도 있는데 그 인간도 이제 미국 못가겠노ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0,unsmile_train
미군오빠는 그런말안해 ^좆^ 10분짜리 고기방패남들아 ^좆^,0,1,0,0,0,0,0,0,0,0,unsmile_train
근데 세월호드립은 진짜로 웃겨서 ㅋㅋㅋ 남발하는거냐?저게 웃기면 진짜 사회생활 못할정도일탠데,0,0,0,0,0,0,0,0,0,1,unsmile_train
시팔새끼들이 말하는 뽄새보이 밥빌어 쳐묵겄다 정권바뀌니 저거세상인줄 아네,0,0,0,0,0,0,0,0,1,0,unsmile_train
ㅋㅋㅋㅋㅋㅋ맞는 말인데 왜 부들거리놐ㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
심지어 여성분이 더 나이 많아보여요.,0,0,0,0,0,0,0,0,0,1,unsmile_train
신천지들이 계획이 다 있구나 동성애자들이랑 연합해서 이런식으로 몰구 가보려구? ㅋㅋ,0,0,1,0,0,0,1,0,0,0,unsmile_train
너그들 이나잘하세요. ...,0,0,0,0,0,0,0,0,1,0,unsmile_train
트랜스가본 2020년을 알아야되나? 쓸 기사가 그리도 없어? 아~~~~경향이구나...,0,0,1,0,0,0,0,0,0,0,unsmile_train
답을알려줌 공수처는 중국 북한에만 있다 저거보면 딱 알겠지???ㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
깨닫는거지 공부하는게 아니노,0,0,0,0,0,0,0,0,0,1,unsmile_train
씨발 이나라 땅값은 알고 말하는거냐. 나도 난민신청하고 집받고 싶다,0,0,0,0,0,0,0,0,1,0,unsmile_train
코로나19 팬데믹 황폐화된 세상을 예수그리스도의 생명의 복음으로 녹색화하자,0,0,0,0,0,0,0,0,0,1,unsmile_train
순수한 풀스윙,0,0,0,0,0,0,0,0,0,1,unsmile_train
남유럽 중유럽 동유럽 다 난민 받아주는데죽자고 서유럽으로만 가는거 보면 도둑놈 새끼들임,0,0,0,1,0,0,0,0,0,0,unsmile_train
보아하니 3대종교를 다 건드린 듯... 지들이 IS인줄 아나 봄..,0,0,0,0,0,0,0,0,1,0,unsmile_train
게이도 좆같고 레즈도 좆같고 동성애 씨발년놈들은 옛날처럼 아우슈비츠 가스실에 싸그리 모아놓고 독가스 살포해서애미애비 보는앞에서 고통스럽고 잔인하게 죽여야된다,0,0,1,0,0,0,0,0,0,0,unsmile_train
무조건 이해하라고 하는것도 폭력이지,0,0,0,0,0,0,0,0,0,1,unsmile_train
노친네들 잡아죽이는게애국,0,0,0,0,1,0,0,0,0,0,unsmile_train
젠신병은 정신병이노.,0,0,1,0,0,0,0,0,0,0,unsmile_train
다문화걱정하지마 kkk단결성해서 쓸어버리면되,0,0,0,1,0,0,0,0,0,0,unsmile_train
스시남 패고다니는거 개웃챙이노ㅋㅋㅋㅋ,0,1,0,1,0,0,0,0,0,0,unsmile_train
백신개발에 박차를 가하는 좋은 소식이네요  하루속히 코로나의 위협으로 부터 안전해질 그날이 오길 기대합니다 대한민국 홧팅입니다!!!,0,0,0,0,0,0,0,0,0,1,unsmile_train
필리핀여자랑 결혼하는 남자는 얼마나한국여자에게 인기가 없으면 흑인이랑 결혼하니 한심해 애들 자동 검둥이 ...,0,0,0,1,0,0,0,0,0,0,unsmile_train
그래서 신도시 맘충년들이 유독 진성맘충년들인데 그 중에서도 맘충대장이 동탄맘년들임.,1,0,0,0,0,1,0,0,0,0,unsmile_train
라도도 쌍도를 부라워함,0,0,0,0,0,1,0,0,0,0,unsmile_train
우린 전라도 있어서 튀기새끼들한테 질 일 없다,0,0,0,0,0,1,0,0,0,0,unsmile_train
그럼 청소년은 뭐 불쾌함이 없으신가? 이중잣대 꼬라지 할만하다ㅋㅋㅋㅋㅋ실체가없는 헛짓에 돈주고 관심주고하니 세금이 줄줄세지.,0,0,0,0,0,0,0,0,1,0,unsmile_train
"작은 물방울 하나하나가 모여 푸른 강물을 이루고, 모래 한 알 한 알이 모여 은빛 사막을 이루며, 별 하나하나가 모여 은하수를 이루듯  한국교회 연합기관이 하나되어 원메세지 원리더쉽으로 힘을 모아 부흥의 전성기를 맞이하게되길 기도합니다",0,0,0,0,0,0,0,0,0,1,unsmile_train
게이나치 새끼들,0,0,1,0,0,0,0,0,0,0,unsmile_train
려자가 례쁘게 안 꾸미고 지한테 잘 보일 노력 1도 안하면 국산남은 쥐좆이 쪼그라든다 이기야,0,1,0,0,0,0,0,0,0,0,unsmile_train
뭐가 미개하냐ㅋㅋㅋ서울말 써야 안미개함?ㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
쳐 맞는 말 ㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
탈북자새끼들 몸만 자본주의 따라 나온거지 정신은 수령님 아바이 이딴식일걸? ㅋㅋㅋㅋㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0,unsmile_train
저게 무슨 난민이야 ㅋㅋㅋ 밀입국자지,0,0,0,1,0,0,0,0,0,0,unsmile_train
우리는동방예의지국이다!!(짱깨노예),0,0,0,1,0,0,0,0,0,0,unsmile_train
"서울시장 후보간 경쟁에서 형오 발언이 문제?그누구도 나쁘게 또는 형오스럽다고 얘기한적은 없는것 같네요.다만 그들만의 축제를 도심 한복판에서 하는걸 안볼 권리도있단 얘기를 했을뿐.무조건 남탓으로만 하지 마세요,",0,0,1,0,0,0,0,0,0,0,unsmile_train
목사란 새끼가 인간도 아녀,0,0,0,0,0,0,1,0,0,0,unsmile_train
맞노 니 말 다 받고 웜년들끼리 꾸준히 논의하고 상의해야 할 새 논제라고 생각하노 또 이것이 웜년들 사이에 자연스럽게 녹아들어야 하노 의미없는 플로우는 흘려보내고 니가 말한 네 가지 주제들이 플로우로 자리잡아야 하노 더 생각하고 나도 글 써봐야겠노,0,0,0,0,0,0,0,0,0,1,unsmile_train
찜방이 익숙하고 좋제^오^,0,0,0,0,0,0,0,0,0,1,unsmile_train
교촌치킨 콤보 말고 한마리 포장으로 사오면 만오천원밖에 안한다저건 비주얼만 봐도 개 ㅎㅌㅊ 치킨같은데특이한 메뉴도 아니고 저런 평범하고 비싼거 먹을 바에 양 적어보여도 교촌먹음,0,0,0,0,0,0,0,0,1,0,unsmile_train
망나니지만 중국을 제대로 죽이면 인정해요..,0,0,0,1,0,0,0,0,0,0,unsmile_train
틀무질하는새끼들 평균나이가 저거임 존나 황당한거임,0,0,0,0,1,0,0,0,0,0,unsmile_train
"혐오스럽게 하던, 보기좋게 하던지간에 동성애자들은 가능한 다 살처분하는게 공익차원에서 바람직한 대안임",0,0,1,0,0,0,0,0,0,0,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋ니미 시발 동남아새끼를 왜 비례대표로 꼽아줬는지 이해가안가네 씨발진짜,0,0,0,1,0,0,0,0,0,0,unsmile_train
토크온에서 페미년이랑 배틀뜰랬는데 토크온 접속하고 펑 터짐 이게 토크온 무슨 공격하는거라던데,1,0,0,0,0,0,0,0,0,0,unsmile_train
탈북자에서도 모태좌좀이 있고 모태우좀이 있는법 ㅋㅋㅋ,0,0,0,1,0,0,0,0,0,0,unsmile_train
"게이들아, 올바르게 야동볼려면 동성애자 쪽은 보지말고, 이성애자 드립 야동만 봐라!아참! 종교게이들은 보고나서 무조건 회개하거나 고해성사는 꼭 해라!",0,0,1,0,0,0,0,0,0,0,unsmile_train
"적화 다 된거냐?ㅋㅋㅋㅋㅋㅋ 기가 차다, 빨갱이들이 많긴 많은 가봐 이나라에",0,0,0,0,0,0,0,1,0,0,unsmile_train
한국의 브라질 = 대구 한국의 멕시코 = 전라도한국의 인도 = 부산,0,0,0,0,0,1,0,0,0,0,unsmile_train
후팔 시력재기해뿟노 쇼린이사진 내놔라이기,0,0,0,0,0,0,0,0,1,0,unsmile_train
근데 피쟈게이 그 글 이후로 댓글도 안달고 글도 안씀 잠수탄거같은데?,0,0,0,0,0,0,0,0,0,1,unsmile_train
김치녀는 능력있는 여자라 좆거지 고추작은 한남 안만난다 이기야,1,1,0,0,0,0,0,0,0,0,unsmile_train
힝. 불쌍해.,0,0,0,0,0,0,0,0,0,1,unsmile_train
동성애 법적허용을 절대 반대한다!,0,0,1,0,0,0,0,0,0,0,unsmile_train
교회도 세금 받아라 전형적인 집단 광기를 판매하는 기업인데,0,0,0,0,0,0,1,0,0,0,unsmile_train
아니 근데 원래 군대 한국국적이어도 외국인외모면 면제시켜주지않나?,0,0,0,0,0,0,0,0,0,1,unsmile_train
일베는 왜 짜른거니? 형평성에 안맞잖아! 당연히 남혐하는 여성시대 메갈 이 인간들도 목을 쳐야 정당하지! 사유가 남녀 바꾸면 똑같잖아! 왜 여자는 따르면 안된다는거야 대체 왜!!,1,0,0,0,0,0,0,0,0,0,unsmile_train
자지사이즈를 부랄부터 재놐ㅋㅋㅋㅋㅋㅋ 당연히 고추밑둥부터 재야지 왜 부랄을 포함하놐ㅋㅋㅋㅋㅋㅋ이래서 남자가 멍청하다는거노,0,1,0,0,0,0,0,0,0,0,unsmile_train
"British wildlife park owner, Mike Hodge, is recovering i  hospital after being mauled by a lion i  South Africa.살았다노. 그리고 틀딱관광객이 아니고 공원소유자임",0,0,0,0,1,0,0,0,0,0,unsmile_train
보지 자리에 세월호 리본이 들어가야 진정한 페미니즘 빤스임 큨ㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
솔직히 일베 모쏠아다들 워마드년들이 대준다면 보빨할놈들 대부분임 ㅇㅈ?,1,0,0,0,0,0,0,0,0,0,unsmile_train
여자라서 부럽다,0,0,0,0,0,0,0,0,0,1,unsmile_train
우리자원?탈북한새끼 아가리에서 나올소리냐 저게그렇게 좋으면 왜 탈북함?,0,0,0,1,0,0,0,0,0,0,unsmile_train
애키우는 입장에서 ㅎㅎ 개키우는 입장에서로 들리네. 맘충카페 다 뒤져서 갑질 횡포 다 콩밥 먹여야함,1,0,0,0,0,0,0,0,0,0,unsmile_train
메갈페ㅇ미부 하루빨리 없애야한다.1조이상 비싼 세금 받아처먹고 쓸데없는곳에 돈낭비하는곳.,1,0,0,0,0,0,0,0,0,0,unsmile_train
고민되는 정의 든든한 뒷빽이 삶은소대가리이라잖여 그러니 그나물에 그밥인데~개나 소나 미쳐나는 총선 제대로 찍어야 자유를 지킨다~,0,0,0,0,0,0,0,0,0,1,unsmile_train
GS가 고소한다고 합니다. 고소안당하게 조심하면서 불매하세요.,0,0,0,0,0,0,0,0,0,1,unsmile_train
^현명하다^ 이거 꼭 여자한테만 쓰더노 특히 주부. 개념녀 탈 씌우기 입문용 표현인 느낌이다. 자지한테 현명하다란 굴레 좀 씌우고 싶다 이기야,0,1,0,0,0,0,0,0,0,0,unsmile_train
"진압당하고 쳐발리면 홍통일체라며 양비론으로 해버리고 날라버림, 졸렬한 홍어새끼들 ㅋㅋ",0,0,0,0,0,1,0,0,0,0,unsmile_train
남자가 페미하면 일단 한남이니 선재기 해야하는데....,0,1,0,0,0,0,0,0,0,0,unsmile_train
후팔 자다가 웜 켜서 보고 스크랩했노. 나름 메갈 때부터 달렸는데.. 쉬익쉬익 소중한 자료 고맙다 이니야,0,0,0,0,0,0,0,0,1,0,unsmile_train
와 교도소도 아니고 저런 어처구니 없는데서 집단으로 생활하고 참 불쌍타 보내는 부모들이나 있는 학생들이나 시설이 저 모양인데 식단은 안봐도 알겠네 불쌍해 ㅜ.ㅜ,0,0,0,0,0,0,0,0,1,0,unsmile_train
이제 겨우 결혼하는 노총각인데 만약 꽃뱀이면 진짜 슬프겠다 진짜라면 뭐 망한거고,0,0,0,0,0,0,0,0,0,1,unsmile_train
디져서 너 좋아 하는 주님 곁으로 쳐가라,0,0,0,0,0,0,1,0,0,0,unsmile_train
북딱딱 기분딱!조타다같이 망해보자 이기야!!,0,0,0,0,0,0,0,0,1,0,unsmile_train
미국은 교통사고나 단순폭력도 얼굴 깐다. 범죄자는 인격 무시하는거 감안하고 범죄 저지르는겨.,0,0,0,0,0,0,0,0,0,1,unsmile_train
자릉내에 비하면 질염냄새는 향기수준이다.,0,0,0,0,0,0,0,0,1,0,unsmile_train
한국도 짱깨처럼 문화대혁명 해야된다통위병 결성해서 좆86새끼들 숙청 축출 제거 척살을 위한 혁명 일으키자,0,0,0,1,0,0,0,0,0,0,unsmile_train
중동새끼들은 냄새 때문에라도 안됨존나 냄새 암내 시발,0,0,0,1,0,0,0,0,0,0,unsmile_train
ㅎㅎㅎㅎ뭐 어쩌라고 트젠 여혐 오지게하면서 여자들에게 연대하라는 심보는 뭐임 ? ㅋㅋㅋㅋㅋㅋㅋ연대맡겨놓음? 한남들아 니들은 여혐이나 하지말어 소수자 혐오하는 주계층이 한남이면서 지들이 안 하는거 여자는 왜 안해 빼애액 앵간해 우습다,0,1,0,0,0,0,0,0,0,0,unsmile_train
나 뉴질랜드 사는데,0,0,0,0,0,0,0,0,0,1,unsmile_train
걍 서로 인정하고 선을 그으면 될 문제를 왜 니들끼리 지적하고 니가잘났니 내가 잘났니 싸우고 있노 내가 한남국자면 이거 보고 3번은 사정했다 이기,0,1,0,0,0,0,0,0,0,0,unsmile_train
요즘은 이민수속을 구청에서 하냐? ㅋㅋ,0,0,0,0,0,0,0,0,0,1,unsmile_train
판년들 멍청해서 저런거에 존나 열냄ㅋㅋㅋㅋㅋㅋㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
두번째 내스탈이얌ㅎㅎ,0,0,0,0,0,0,0,0,0,1,unsmile_train
빽 시리즈가 유행한 이유 = 한남,0,1,0,0,0,0,0,0,0,0,unsmile_train
3차 세계대전은 이슬람쪽에서 일어난다이슬람쪽에서 핵무기 먼저 사용할거임영화로 몇개나옴 이미터지는건 시간문제,0,0,0,1,0,0,1,0,0,0,unsmile_train
ㄴㄴ 걍 경찰들 죄다 보지년들로 바꾸고 치안 좆돼봐야 시발년들이 정신차릴듯,1,0,0,0,0,0,0,0,0,0,unsmile_train
"대구"" ㄷㄷㄷ",0,0,0,0,0,1,0,0,0,0,unsmile_train
시발 탈코르셋 이지랄하고있노지들이 선택못받아서 스스로 위안삼고자 하는거지 뭔 탈코르셋ㅋㅋㅋ존나못생겼네진짜ㅋㅋㅋㅋㅋㅋㅋㄱ고를타선이없다 개씨발,1,0,0,0,0,0,0,0,0,0,unsmile_train
우리나라도 미개한 파퀴 필리피노 조선족 이슬람 새키들 넘친다,0,0,0,1,0,0,0,0,0,0,unsmile_train
진짜 맘충 씨발년들 3초마다 존나게 패면서 똥 지릴때까지 패고 싶다,1,0,0,0,0,0,0,0,0,0,unsmile_train
이렇게 메갈리안도 역사속으로 사라지는구나 병신들 ㅋㅋㅋㅋ,1,0,0,0,0,0,0,0,0,0,unsmile_train
자살을유ㅐ하냐,0,0,0,0,0,0,0,0,0,1,unsmile_train
이런걸 말꼬리 잡는 꼴페미들 해병대 보내자.,1,0,0,0,0,0,0,0,0,0,unsmile_train
경상도 - ....경기도 - ...강원도! - ...충청도!! 멍청도! - ...?전..ㄹ.. - 젓갈로 만들어버릴까잉,0,0,0,0,0,1,0,0,0,0,unsmile_train
애데리고 저지랄하노 ㅎㅎ 차가 확실히 안오면 건너셔야죠,0,0,0,0,0,0,0,0,1,0,unsmile_train
히잡을 쓴 페미니스트의 모습이다,0,0,0,0,0,0,0,0,0,1,unsmile_train
자기돈으로 갈 생각은 없는건가?,0,0,0,0,0,0,0,0,0,1,unsmile_train
다문화가 아니라 다민족이다.다민족에서 중국은 제외하던가 최소화해야 한다.트로이의 목마다.,0,0,0,1,0,0,0,0,0,0,unsmile_train
국물없노 씨발련아 라면이라도 끓여,0,0,0,0,0,0,0,0,1,0,unsmile_train
틀딱은 섹스자체를못함,0,0,0,0,1,0,0,0,0,0,unsmile_train
나한테 이슬람좆들 칼푹찍할 권리를 달라이기 조팔것들,0,1,0,1,0,0,1,0,0,0,unsmile_train
닛뽄의 어르신들은 선진국에서 태어나 세계2위국가에서 자라신분들헬센의 틀들은 필리핀 이하 후진국에서 태어나 후진국에서 사춘기를 보내고 중진국에서 전성기를 보낸 한마디로 촌놈들,0,0,0,1,0,0,0,0,0,0,unsmile_train
현기 준중형급 중형급이네 딱봐도 저정도도 컨트롤이 안되는거보니 스팅어랑 지칠공 제외 솔직히 쉐보레 말리부도 저정도는 커버침,0,0,0,0,0,0,0,0,0,1,unsmile_train
"여성의 신체를 훼손하며 그 여자를 소유했다라는 망상을 충족시키고 무슨 로미오와 줄리엣이라도 된양 일방적으로 낭만화하기까지 하노. 에로스적인 충동과 살인충동을 동시에 느끼는게 냄져들이 생각하는 가장 극단적이고 이상적인 사랑인데 노무딱 미개하노""",0,1,0,0,0,0,0,0,0,0,unsmile_train
반찬이 걍 틀딱 입맛인데;한국인도 저거 최소 30살은 넘어야 좋아하겠다;,0,0,0,0,1,0,0,0,0,0,unsmile_train
저 맘충도 결국은 광주인데 정부에서 안 보호해주냐??,1,0,0,0,0,1,0,0,0,0,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋㅋ 집에서만 게임하면 안전하다 이기야!,0,0,0,0,0,0,0,0,0,1,unsmile_train
언젠 페미에 우호적이였던척ㅋ 누가보면 맘충 김치년 보전깨등 2천년 유구한 여혐역사 다 웜탓할기세노^됫^,0,0,0,0,0,0,0,0,1,0,unsmile_train
도대체 댓글 성비 왜이러냐고 ㅋㅋㅋ 왤케 관심이 많으실까ㅋ 지들이 뭘 안다고 왤케 쿵쾅대,0,0,0,0,0,0,0,0,1,0,unsmile_train
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ봊나웃기네 진짜 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,0,0,0,0,0,0,0,0,1,0,unsmile_train
전라도에 대중목욕탕 졸라많다,0,0,0,0,0,1,0,0,0,0,unsmile_train
1일에 3천??? 사건터지고 준거아님??? 왜 한꺼번에 몰아줬지??,0,0,0,0,0,0,0,0,0,1,unsmile_train
